Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
266,metal gear solid 3: snake eater,Ps2,2004.0,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23
267,daxter,Psp,2006.0,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22
268,warcraft ii: tides of darkness,Pc,1995.0,Strategy,Activision,1.7,2.27,0.0,0.23,4.21
269,the legend of zelda: ocarina of time,3Ds,2011.0,Action,Nintendo,2.03,1.27,0.62,0.3,4.21
270,fifa soccer 06,Ps2,2005.0,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21
271,eyetoy play,Ps2,2003.0,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2
272,uncharted 4: a thief's end,Ps4,2016.0,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2
273,gran turismo 5 prologue,Ps3,2007.0,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2
274,assassin's creed: revelations,X360,2011.0,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19
275,street fighter iv,Ps3,2009.0,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19
276,fifa 12,X360,2011.0,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19
277,teenage mutant ninja turtles,Nes,1989.0,Action,Palcom,3.38,0.44,0.31,0.04,4.17
278,excitebike,Nes,1984.0,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16
279,frogger,Ps,1997.0,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16
280,madden nfl 2003,Ps2,2002.0,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14
281,watch dogs,Ps4,2014.0,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14
282,half-life,Pc,1997.0,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12
283,super mario world 2: yoshi's island,Snes,1995.0,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12
284,fifa soccer 07,Ps2,2006.0,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11
285,the legend of zelda: skyward sword,Wii,2011.0,Action,Nintendo,2.14,1.2,0.37,0.4,4.1
286,street fighter ii turbo,Snes,1992.0,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1
287,carnival games,Wii,2007.0,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1
288,fallout 4,Xone,2015.0,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09
289,world of warcraft: the burning crusade,Pc,2007.0,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09
290,fallout: new vegas,X360,2010.0,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08
291,god of war ii,Ps2,2007.0,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07
292,forza motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06
293,world soccer winning eleven 9,Ps2,2005.0,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06
294,namco museum vol.3,Ps,1996.0,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05
295,tekken tag tournament,Ps2,2000.0,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05
296,far cry 4,Ps4,2014.0,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03
297,star fox 64,N64,1997.0,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03
298,minecraft,Ps4,2014.0,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02
299,golf,Nes,1984.0,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01
300,fallout 3,Ps3,2008.0,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01
301,professor layton and the diabolical box,Ds,2007.0,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0
302,left 4 dead 2,X360,2009.0,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99
303,namco museum: 50th anniversary,Ps2,2005.0,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98
304,ea sports active,Wii,2009.0,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92
305,assassin's creed: unity,Ps4,2014.0,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92
306,donkey kong land,Gb,1994.0,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91
307,tony hawk's underground,Ps2,2003.0,Sports,Activision,2.29,1.17,0.01,0.42,3.9
308,assassin's creed iv: black flag,Ps3,2013.0,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89
309,monster hunter 4 ultimate,3Ds,2014.0,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89
310,motorstorm,Ps3,2006.0,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88
311,the elder scrolls v: skyrim,Pc,2011.0,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88
312,tekken 5,Ps2,2005.0,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87
313,dragon warrior iii,Nes,1988.0,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87
314,sports champions,Ps3,2010.0,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87
315,nba 2k16,Ps4,2015.0,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85
316,world soccer winning eleven 8 international,Ps2,2004.0,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85
317,flash focus: vision training in minutes a day,Ds,2007.0,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84
318,namco museum vol.1,Ps,1995.0,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84
319,the legend of zelda: link's awakening,Gb,1992.0,Action,Nintendo,2.21,0.96,0.54,0.13,3.83
320,mario & luigi: bowser's inside story,Ds,2009.0,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83
321,big brain academy: wii degree,Wii,2007.0,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82
322,nintendogs + cats,3Ds,2011.0,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81
323,batman: arkham knight,Ps4,2015.0,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79
324,mario & sonic at the london 2012 olympic games,Wii,2011.0,Sports,Sega,1.14,1.91,0.27,0.46,3.78
325,lego indiana jones: the original adventures,X360,2008.0,Action,Activision,2.4,1.03,0.0,0.36,3.78
326,resident evil director's cut,Ps,1996.0,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77
327,ratchet & clank: size matters,Psp,2007.0,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77
328,just dance 2014,Wii,2013.0,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76
329,the sims: unleashed,Pc,2002.0,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76
330,super paper mario,Wii,2007.0,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76
331,harry potter and the sorcerer's stone,Ps,2001.0,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73
332,the witcher 3: wild hunt,Ps4,2015.0,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73
333,resident evil 3: nemesis,Ps,1999.0,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72
334,spyro: year of the dragon,Ps,2000.0,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71
335,fifa soccer 2005,Ps2,2004.0,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7
336,pokémon trading card game,Gb,1998.0,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7
337,battlefield 4,Ps3,2013.0,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69
338,mysims,Ds,2007.0,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69
339,friend collection,Ds,2009.0,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67
340,tony hawk's pro skater 4,Ps2,2002.0,Sports,Activision,2.13,1.18,0.01,0.35,3.67
341,midnight club 3: dub edition,Psp,2005.0,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66
342,banjo-kazooie,N64,1998.0,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65
343,socom: u.s. navy seals,Ps2,2002.0,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65
344,guitar hero: world tour,Wii,2008.0,Misc,Activision,2.33,0.97,0.0,0.35,3.65
345,gran turismo 6,Ps3,2013.0,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64
346,jak and daxter: the precursor legacy,Ps2,2001.0,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64
347,pokemon snap,N64,1999.0,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63
348,fifa soccer 10,Ps3,2009.0,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63
349,pro evolution soccer 2008,Ps2,2007.0,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63
350,call of duty: ghosts,Ps4,2013.0,Shooter,Activision,1.78,1.42,0.05,0.38,3.63
351,resident evil 4,Ps2,2005.0,Action,Capcom,2.08,0.83,0.46,0.25,3.62
352,tom clancy's the division,Ps4,2016.0,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61
353,star wars: battlefront,Ps2,2004.0,Shooter,Lucasarts,1.93,1.22,0.03,0.44,3.61
354,doom ii: hell on earth,Pc,1994.0,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61
355,the simpsons: road rage,Ps2,2001.0,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61
356,cooking mama 2: dinner with friends,Ds,2007.0,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61
357,luigi's mansion,Gc,2001.0,Action,Nintendo,2.38,0.67,0.46,0.1,3.6
358,star wars: battlefront ii,Ps2,2005.0,Shooter,Lucasarts,2.18,1.02,0.03,0.37,3.59
359,wwf smackdown!,Ps,2000.0,Fighting,Thq,2.01,1.35,0.06,0.16,3.58
360,croc: legend of the gobbos,Ps,1997.0,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56
361,grand theft auto: liberty city stories,Ps2,2006.0,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54
362,the getaway,Ps2,2002.0,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54
363,tomb raider iii: adventures of lara croft,Ps,1997.0,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54
364,james bond 007: agent under fire,Ps2,2001.0,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53
365,lego star wars: the video game,Ps2,2005.0,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53
366,battlefield 4,X360,2013.0,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53
367,fifa soccer 11,X360,2010.0,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53
368,rugrats in paris: the movie,Ps,2000.0,Action,Thq,1.96,1.33,0.0,0.23,3.52
369,spyro 2: ripto's rage!,Ps,1999.0,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52
370,left 4 dead,X360,2008.0,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52
371,mario & sonic at the olympic winter games,Ds,2009.0,Sports,Sega,1.22,1.66,0.27,0.38,3.52
372,resident evil 5,X360,2009.0,Action,Capcom,2.11,0.94,0.12,0.34,3.51
373,donkey kong country 3: dixie kong's double trouble!,Snes,1996.0,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51
374,assassin's creed: brotherhood,X360,2010.0,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5
375,kung fu,Nes,1985.0,Action,Nintendo,1.64,0.38,1.42,0.06,3.5
376,batman: arkham asylum,X360,2009.0,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5
377,clubhouse games,Ds,2006.0,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5
379,star wars battlefront (2015),Xone,2015.0,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49
380,battlefield: bad company 2,X360,2010.0,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48
381,guitar hero: on tour,Ds,2008.0,Misc,Activision,2.11,1.01,0.01,0.35,3.48
382,assassin's creed: unity,Xone,2014.0,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46
383,far cry 3,Ps3,2012.0,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45
384,monster hunter 4,3Ds,2013.0,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44
385,borderlands,X360,2009.0,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44
386,tekken 4,Ps2,2002.0,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44
387,battlefield 4,Ps4,2013.0,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43
388,littlebigplanet 2,Ps3,2011.0,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42
389,grand theft auto 2,Ps,1998.0,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42
390,final fantasy iii,Snes,1994.0,Role-Playing,Squaresoft,0.86,0.0,2.55,0.02,3.42
391,spider-man 2,Ps2,2004.0,Action,Activision,1.75,1.2,0.02,0.43,3.41
392,f-1 race,Gb,1990.0,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41
393,fifa soccer 2003,Ps2,2002.0,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4
394,crash bash,Ps,2000.0,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39
395,lego batman: the videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38
396,metal gear solid v: the phantom pain,Ps4,2015.0,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38
397,the legend of zelda: spirit tracks,Ds,2009.0,Action,Nintendo,1.43,0.94,0.74,0.27,3.38
398,wwf war zone,Ps,1998.0,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36
399,the legend of zelda: majora's mask,N64,2000.0,Action,Nintendo,1.9,0.67,0.73,0.06,3.36
400,professor layton and the unwound future,Ds,2008.0,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36
401,rugrats: search for reptar,Ps,1998.0,Adventure,Thq,1.63,1.53,0.0,0.18,3.34
402,assassin's creed iv: black flag,X360,2013.0,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34
403,english training: have fun improving your skills!,Ds,2006.0,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33
404,james bond 007: nightfire,Ps2,2002.0,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33
405,ratchet & clank,Ps2,2002.0,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33
406,mario party 9,Wii,2012.0,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32
407,star wars episode iii: revenge of the sith,Ps2,2005.0,Action,Lucasarts,1.47,1.39,0.03,0.43,3.32
408,max payne,Ps2,2001.0,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31
409,the lord of the rings: the return of the king,Ps2,2003.0,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28
410,assassin's creed syndicate,Ps4,2015.0,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28
411,destiny,Xone,2014.0,Shooter,Activision,2.13,0.92,0.0,0.23,3.28
412,true crime: streets of la,Ps2,2003.0,Action,Activision,1.89,1.05,0.02,0.31,3.27
413,wii music,Wii,2008.0,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27
414,gran turismo (psp),Psp,2009.0,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27
415,monster hunter x,3Ds,2015.0,Action,Capcom,0.25,0.19,2.78,0.04,3.26
416,tekken,Ps,1995.0,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24
417,fifa 16,Xone,2015.0,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23
418,l.a. noire,Ps3,2011.0,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23
419,madden nfl 16,Ps4,2015.0,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22
420,yokai watch 2 ganso/honke,3Ds,2014.0,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22
421,007: tomorrow never dies,Ps,1999.0,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21
422,baseball,Nes,1983.0,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2
423,killer instinct,Snes,1995.0,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2
424,wwf smackdown! 2: know your role,Ps,2000.0,Fighting,Thq,1.76,1.21,0.07,0.16,3.2
425,crisis core: final fantasy vii,Psp,2007.0,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19
426,god of war: chains of olympus,Psp,2008.0,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19
427,dragon quest vi: maboroshi no daichi,Snes,1995.0,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19
428,dance central,X360,2010.0,Misc,Mtv Games,2.15,0.77,0.01,0.26,3.19
429,enter the matrix,Ps2,2003.0,Action,Atari,1.78,1.12,0.09,0.19,3.18
430,super mario maker,Wiiu,2015.0,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18
431,fallout: new vegas,Ps3,2010.0,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17
433,rhythm heaven,Ds,2008.0,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17
434,ace combat 04: shattered skies,Ps2,2001.0,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17
435,club penguin: elite penguin force,Ds,2008.0,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16
436,animal crossing,Gc,2001.0,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15
437,lego batman: the videogame,Ds,2008.0,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15
438,sonic rush,Ds,2005.0,Platform,Sega,1.22,1.57,0.06,0.29,3.15
439,resident evil 6,Ps3,2012.0,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15
440,halo: the master chief collection,Xone,2014.0,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15
441,fifa soccer 08,Ps2,2007.0,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14
442,spider-man,Ps,2000.0,Action,Activision,1.7,1.25,0.02,0.16,3.13
443,need for speed iii: hot pursuit,Ps,1998.0,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12
444,star wars episode i racer,N64,1999.0,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12
445,personal trainer: cooking,Ds,2006.0,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12
446,the elder scrolls iv: oblivion,Ps3,2007.0,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12
447,dragon warrior iv,Nes,1990.0,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12
448,heavy rain,Ps3,2010.0,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12
449,mass effect 2,X360,2010.0,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11
450,fifa 15,X360,2014.0,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11
451,dragon ball z: budokai,Ps2,2002.0,Fighting,Atari,2.17,0.28,0.55,0.08,3.09
452,madden nfl 2002,Ps2,2001.0,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08
453,world class track meet,Nes,1986.0,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08
454,borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07
455,the legend of zelda: a link between worlds,3Ds,2013.0,Action,Nintendo,1.4,0.99,0.46,0.22,3.07
456,donkey kong,Gb,1994.0,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07
457,the sims: vacation,Pc,2002.0,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07
458,mass effect 3,X360,2012.0,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07
459,kung fu panda,X360,2008.0,Action,Activision,1.91,0.84,0.0,0.29,3.05
460,far cry 3,X360,2012.0,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04
461,epic mickey,Wii,2010.0,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04
462,saints row 2,X360,2008.0,Action,Thq,1.94,0.8,0.02,0.27,3.03
463,rayman,Ps,1995.0,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03
464,killzone 2,Ps3,2009.0,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02
465,tom clancy's splinter cell,Xb,2002.0,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02
466,mike tyson's punch-out!!,Nes,1987.0,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02
467,wwe smackdown! shut your mouth,Ps2,2002.0,Sports,Thq,1.45,1.13,0.07,0.38,3.02
468,gears of war: ultimate edition,Xone,2015.0,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0
469,nba 2k13,X360,2012.0,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0
470,dragon ball z: budokai tenkaichi 3,Ps2,2007.0,Fighting,Atari,1.15,0.0,0.76,1.09,3.0
472,middle-earth: shadow of mordor,Ps4,2014.0,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99
473,star fox,Snes,1993.0,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99
474,the sims: livin large,Pc,2000.0,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99
475,world soccer winning eleven 6 international,Ps2,2002.0,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99
476,devil may cry,Ps2,2001.0,Action,Capcom,1.36,0.86,0.64,0.13,2.99
477,animal crossing: happy home designer,3Ds,2015.0,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98
478,battlefield: bad company 2,Ps3,2010.0,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97
479,the sims 4,Pc,2014.0,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97
480,star wars: the old republic,Pc,2011.0,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97
481,sonic heroes,Ps2,2003.0,Platform,Sega,1.04,1.37,0.06,0.49,2.96
482,kirby super star ultra,Ds,2008.0,Platform,Nintendo,1.57,0.04,1.19,0.15,2.96
483,hitman 2: silent assassin,Ps2,2002.0,Action,Eidos Interactive,1.36,1.15,0.04,0.41,2.96
484,street fighter iv,X360,2009.0,Fighting,Capcom,1.82,0.71,0.15,0.26,2.95
485,wave race 64,N64,1996.0,Racing,Nintendo,1.98,0.58,0.34,0.04,2.94
486,socom ii: u.s. navy seals,Ps2,2003.0,Shooter,Sony Computer Entertainment,2.22,0.51,0.06,0.15,2.94
487,wwe smackdown! vs. raw 2006,Ps2,2005.0,Fighting,Thq,1.45,1.11,0.04,0.33,2.94
488,infamous,Ps3,2009.0,Action,Sony Computer Entertainment,1.76,0.69,0.12,0.37,2.94
489,pac-man collection,Gba,2001.0,Puzzle,Atari,2.07,0.77,0.05,0.05,2.94
490,mass effect,X360,2007.0,Role-Playing,Microsoft Game Studios,1.83,0.8,0.03,0.27,2.93
491,warioware: smooth moves,Wii,2006.0,Puzzle,Nintendo,0.87,1.06,0.73,0.26,2.92
492,cooking mama: cook off,Wii,2007.0,Simulation,505 Games,1.43,1.13,0.05,0.3,2.91
493,super mario world 2: yoshi's island,Gba,2002.0,Platform,Nintendo,1.75,0.45,0.62,0.09,2.91
494,fifa 14,Ps4,2013.0,Sports,Electronic Arts,0.61,1.85,0.11,0.33,2.9
495,titanfall,Xone,2014.0,Shooter,Electronic Arts,1.84,0.8,0.04,0.22,2.9
496,sonic mega collection plus,Ps2,2004.0,Misc,Sega,1.54,1.14,0.0,0.22,2.9
497,sega superstars tennis,X360,2008.0,Sports,Sega,1.75,0.86,0.0,0.28,2.9
498,world soccer winning eleven 7 international,Ps2,2003.0,Sports,Konami Digital Entertainment,0.08,1.24,1.13,0.45,2.9
499,need for speed: most wanted,Ps3,2012.0,Racing,Electronic Arts,0.71,1.51,0.06,0.61,2.89
500,hot shots golf 3,Ps2,2001.0,Sports,Sony Computer Entertainment,0.99,0.32,1.38,0.2,2.89
501,call of duty: finest hour,Ps2,2004.0,Shooter,Activision,1.51,1.12,0.01,0.24,2.89
502,zumba fitness 2,Wii,2011.0,Sports,Majesco Entertainment,1.54,1.07,0.0,0.28,2.88
503,syphon filter,Ps,1999.0,Shooter,Sony Computer Entertainment,2.03,0.72,0.02,0.11,2.88
504,imagine: babyz,Ds,2007.0,Simulation,Ubisoft,1.3,1.27,0.0,0.31,2.88
505,colin mcrae rally,Ps,1998.0,Racing,Codemasters,0.09,2.43,0.12,0.22,2.87
506,call of duty: ghosts,Xone,2013.0,Shooter,Activision,1.87,0.77,0.0,0.22,2.86
507,madden nfl 13,X360,2012.0,Sports,Electronic Arts,2.53,0.16,0.0,0.17,2.86
508,the elder scrolls iii: morrowind,Xb,2002.0,Role-Playing,Ubisoft,2.09,0.63,0.03,0.11,2.86
509,mortal kombat,Ps3,2011.0,Fighting,Warner Bros. Interactive Entertainment,1.98,0.55,0.0,0.32,2.85
510,f-zero,Snes,1990.0,Racing,Nintendo,1.37,0.51,0.89,0.07,2.85
511,yoshi's story,N64,1997.0,Platform,Nintendo,1.29,0.53,0.98,0.05,2.85
512,command & conquer: red alert,Pc,1996.0,Strategy,Virgin Interactive,1.37,1.34,0.0,0.14,2.85
513,skylanders: spyro's adventure,Wii,2011.0,Action,Activision,1.4,1.14,0.0,0.31,2.85
514,fifa 16,Ps3,2015.0,Sports,Electronic Arts,0.4,1.98,0.05,0.42,2.85
515,assassin's creed: brotherhood,Ps3,2010.0,Action,Ubisoft,1.87,0.57,0.11,0.3,2.84
516,bioshock,X360,2007.0,Shooter,Take-Two Interactive,1.65,0.86,0.05,0.28,2.83
517,madden nfl 10,X360,2009.0,Sports,Electronic Arts,2.52,0.09,0.0,0.22,2.83
518,medal of honor,Ps3,2010.0,Shooter,Electronic Arts,1.28,1.05,0.07,0.43,2.83
519,wwe smackdown! vs. raw,Ps2,2002.0,Fighting,Thq,1.32,1.08,0.04,0.39,2.83
520,metroid prime,Gc,2002.0,Shooter,Nintendo,1.96,0.67,0.1,0.09,2.82
521,finding nemo,Gba,2003.0,Action,Thq,1.59,1.05,0.04,0.14,2.82
522,myst,Pc,1994.0,Adventure,Red Orb,0.02,2.79,0.0,0.0,2.81
523,need for speed: hot pursuit,Ps3,2010.0,Racing,Electronic Arts,1.05,1.25,0.03,0.48,2.81
524,imagine: fashion designer,Ds,2007.0,Simulation,Ubisoft,1.32,1.19,0.0,0.3,2.81
525,wwe smackdown! here comes the pain,Ps2,2003.0,Fighting,Thq,1.32,1.06,0.04,0.38,2.8
526,star wars: the force unleashed,X360,2008.0,Action,Lucasarts,1.74,0.8,0.0,0.26,2.8
527,yoshi's island ds,Ds,2006.0,Platform,Nintendo,1.47,0.07,1.1,0.15,2.8
528,hot shots golf,Ps,1997.0,Sports,Sony Computer Entertainment,0.29,0.2,2.13,0.18,2.79
529,killzone 3,Ps3,2011.0,Shooter,Sony Computer Entertainment,1.45,0.88,0.09,0.38,2.79
530,a bug's life,Ps,1998.0,Platform,Sony Computer Entertainment,1.96,0.72,0.0,0.11,2.79
531,wwf smackdown! just bring it,Ps2,2001.0,Fighting,Thq,1.19,1.15,0.04,0.41,2.79
